ParticipantID,Rating,Recommendations
121,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
125,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
129,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
132,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
136,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
139,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
143,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
146,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
150,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
154,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
157,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
161,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
164,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
168,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
171,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
175,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
179,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
182,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
186,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
189,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
193,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
196,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
200,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
203,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
206,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
210,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
213,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
217,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
220,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
221,2,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Adopt composting or proper recycling methods.']"
223,2,"['Consider using public transit, biking, or walking more often.', 'Reduce single-use plastic and switch to reusable materials.', 'Reduce water usage through efficient fixtures and habits.']"
226,1,"['Switch to renewable energy sources like solar or wind.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
231,2,"['Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
232,1,"['Consider using public transit, biking, or walking more often.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.']"
234,2,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Adopt composting or proper recycling methods.']"
244,1,"['Consider using public transit, biking, or walking more often.', 'Use energy-efficient appliances and unplug unused devices.']"
246,1,"['Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
252,2,"['Reduce single-use plastic and switch to reusable materials.', 'Reduce water usage through efficient fixtures and habits.']"
253,2,"['Switch to renewable energy sources like solar or wind.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
254,1,"['Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Use energy-efficient appliances and unplug unused devices.']"
256,2,"['Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
258,2,"['Switch to renewable energy sources like solar or wind.', 'Use energy-efficient appliances and unplug unused devices.']"
261,2,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Adopt composting or proper recycling methods.', 'Reduce water usage through efficient fixtures and habits.']"
262,2,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Adopt composting or proper recycling methods.', 'Use energy-efficient appliances and unplug unused devices.']"
265,2,"['Consider using public transit, biking, or walking more often.', 'Reduce single-use plastic and switch to reusable materials.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
267,2,"['Consider using public transit, biking, or walking more often.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Use energy-efficient appliances and unplug unused devices.']"
269,2,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.']"
270,2,"['Switch to renewable energy sources like solar or wind.', 'Adopt composting or proper recycling methods.', 'Use energy-efficient appliances and unplug unused devices.']"
273,2,"['Switch to renewable energy sources like solar or wind.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
274,2,"['Consider using public transit, biking, or walking more often.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Reduce water usage through efficient fixtures and habits.']"
281,2,"['Include more plant-based meals in your diet for lower carbon impact.', 'Use energy-efficient appliances and unplug unused devices.']"
283,2,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Use energy-efficient appliances and unplug unused devices.']"
298,1,"['Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.']"
299,1,"['Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.']"
301,1,"['Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
308,2,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Use energy-efficient appliances and unplug unused devices.']"
326,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
328,1,"['Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Reduce water usage through efficient fixtures and habits.']"
331,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
334,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Use energy-efficient appliances and unplug unused devices.']"
335,1,"['Consider using public transit, biking, or walking more often.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
339,1,"['Switch to renewable energy sources like solar or wind.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Use energy-efficient appliances and unplug unused devices.']"
360,1,"['Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
362,1,"['Switch to renewable energy sources like solar or wind.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
366,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
386,2,"['Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Use energy-efficient appliances and unplug unused devices.']"
395,2,"['Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Use energy-efficient appliances and unplug unused devices.']"
396,2,"['Switch to renewable energy sources like solar or wind.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Use energy-efficient appliances and unplug unused devices.']"
397,2,"['Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
401,1,"['Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.']"
407,1,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Include more plant-based meals in your diet for lower carbon impact.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
410,2,"['Consider using public transit, biking, or walking more often.', 'Switch to renewable energy sources like solar or wind.', 'Reduce single-use plastic and switch to reusable materials.', 'Adopt composting or proper recycling methods.', 'Reduce water usage through efficient fixtures and habits.', 'Use energy-efficient appliances and unplug unused devices.']"
